id,set,series,publisher,generation,release_date,artist,name,set_num,types,supertype,subtypes,level,hp,evolvesFrom,evolvesTo,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,rarity,flavorText,nationalPokedexNumbers,legalities,resistances,rules,regulationMark,ancientTrait
swsh45sv-SV116,Shiny Vault,Sword & Shield,TPCI,Eighth,2/19/2021,PLANETA Mochizuki,Grimmsnarl V,SV116,['Darkness'],Pokémon,"['Basic', 'V']",,220,,,,"[{'name': 'Bite', 'cost': ['Darkness'], 'convertedEnergyCost': 1, 'damage': '40', 'text': ''}, {'name': 'Spiky Knuckle', 'cost': ['Darkness', 'Darkness', 'Darkness'], 'convertedEnergyCost': 3, 'damage': '200', 'text': 'Put 2 Darkness Energy attached to this Pokémon into your hand.'}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless']",2,Rare Holo V,,[861],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",D,
swsh45sv-SV117,Shiny Vault,Sword & Shield,TPCI,Eighth,2/19/2021,5ban Graphics,Grimmsnarl VMAX,SV117,['Darkness'],Pokémon,['VMAX'],,330,Grimmsnarl V,,,"[{'name': 'G-Max Drill', 'cost': ['Darkness', 'Darkness', 'Darkness'], 'convertedEnergyCost': 3, 'damage': '170+', 'text': ""This attack does 50 more damage for each extra Darkness Energy attached to this Pokémon (in addition to this attack's cost). You can't add more than 100 damage in this way.""}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Rare Holo VMAX,,[861],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.']",D,
swsh45sv-SV118,Shiny Vault,Sword & Shield,TPCI,Eighth,2/19/2021,Saki Hayashiro,Ditto V,SV118,['Colorless'],Pokémon,"['Basic', 'V']",,170,,,"[{'name': 'V Transformation', 'text': 'Once during your turn, you may choose a Basic Pokémon V from your discard pile and switch it with this Pokémon. Any attached cards, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokémon.', 'type': 'Ability'}]","[{'name': 'Stick On', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Attach a basic Energy card from your discard pile to this Pokémon.'}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless']",2,Rare Holo V,,[132],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",D,
swsh45sv-SV119,Shiny Vault,Sword & Shield,TPCI,Eighth,2/19/2021,PLANETA Tsuji,Ditto VMAX,SV119,['Colorless'],Pokémon,['VMAX'],,320,Ditto V,,,"[{'name': 'Max Transform', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '', 'text': ""Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.""}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Rare Holo VMAX,,[132],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.']",D,
swsh45sv-SV120,Shiny Vault,Sword & Shield,TPCI,Eighth,2/19/2021,5ban Graphics,Dubwool V,SV120,['Colorless'],Pokémon,"['Basic', 'V']",,210,,,"[{'name': 'Soft Wool', 'text': 'This Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).', 'type': 'Ability'}]","[{'name': 'Revenge Blast', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '120+', 'text': 'This attack does 30 more damage for each Prize card your opponent has taken.'}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless']",2,Rare Holo V,,[832],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",D,
swsh45sv-SV121,Shiny Vault,Sword & Shield,TPCI,Eighth,2/19/2021,5ban Graphics,Eternatus V,SV121,['Darkness'],Pokémon,"['Basic', 'V']",,220,,,,"[{'name': 'Power Accelerator', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '30', 'text': 'You may attach a Darkness Energy card from your hand to 1 of your Benched Pokémon.'}, {'name': 'Dynamax Cannon', 'cost': ['Darkness', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '120+', 'text': ""If your opponent's Active Pokémon is a Pokémon VMAX, this attack does 120 more damage.""}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless']",2,Rare Secret,,[890],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",D,
swsh45sv-SV122,Shiny Vault,Sword & Shield,TPCI,Eighth,2/19/2021,5ban Graphics,Eternatus VMAX,SV122,['Darkness'],Pokémon,['VMAX'],,340,Eternatus V,,"[{'name': 'Eternal Zone', 'text': ""If all of your Pokémon in play are Darkness type, you can have up to 8 Pokémon on your Bench, and you can't put non-Darkness Pokémon into play. (If this Ability stops working, discard Pokémon from your Bench until you have 5.)"", 'type': 'Ability'}]","[{'name': 'Dread End', 'cost': ['Darkness', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30×', 'text': 'This attack does 30 damage for each of your Darkness Pokémon in play.'}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Rare Secret,,[890],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.']",D,
swsh5-1,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Sekio,Bellsprout,1,['Grass'],Pokémon,['Basic'],,50,,['Weepinbell'],,"[{'name': 'Venoshock', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10+', 'text': ""If your opponent's Active Pokémon is Poisoned, this attack does 40 more damage.""}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Common,"Its bud looks like a human face. Because of the bud, it is rumored to be a type of legendary mandrake plant.",[69],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-2,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Shibuzoh.,Weepinbell,2,['Grass'],Pokémon,['Stage 1'],,80,Bellsprout,['Victreebel'],"[{'name': 'Dangerous Mucus', 'text': ""When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may make your opponent's Active Pokémon Burned and Poisoned."", 'type': 'Ability'}]","[{'name': 'Vine Whip', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless']",2,Uncommon,It spits out Poison Powder to immobilize the enemy and then finishes it with a spray of Acid.,[70],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-3,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Tika Matsuno,Victreebel,3,['Grass'],Pokémon,['Stage 2'],,150,Weepinbell,,,"[{'name': 'Panic Vine', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '40', 'text': ""Your opponent's Active Pokémon is now Confused. During your opponent's next turn, that Pokémon can't retreat.""}, {'name': 'Solar Beam', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '120', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Rare,"Once ingested into this Pokémon's body, even the hardest object will melt into nothing.",[71],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-4,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Kazuma Koda,Cacnea,4,['Grass'],Pokémon,['Basic'],,70,,['Cacturne'],,"[{'name': 'Zzzt', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Beat', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless']",2,Common,It prefers harsh environments such as deserts. It can survive for 30 days on water stored in its body.,[331],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-5,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Tomokazu Komiya,Cacturne,5,['Grass'],Pokémon,['Stage 1'],,120,Cacnea,,,"[{'name': 'Pull', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Switch 1 of your opponent's Benched Pokémon with their Active Pokémon.""}, {'name': 'Spiny Punch', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '60+', 'text': 'If this Pokémon has any Darkness Energy attached, this attack does 70 more damage.'}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless']",2,Uncommon,Packs of them follow travelers through the desert until the travelers can no longer move.,[332],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-6,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Satoshi Shirai,Kricketune V,6,['Grass'],Pokémon,"['Basic', 'V']",,180,,,"[{'name': 'Exciting Stage', 'text': ""Once during your turn, you may draw cards until you have 3 cards in your hand. If this Pokémon is in the Active Spot, you may draw cards until you have 4 cards in your hand instead. You can't use more than 1 Exciting Stage Ability each turn."", 'type': 'Ability'}]","[{'name': 'X-Scissor', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80+', 'text': 'Flip a coin. If heads, this attack does 80 more damage.'}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Rare Holo V,,[402],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",E,
swsh5-7,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Akira Komayama,Cherubi,7,['Grass'],Pokémon,['Basic'],,50,,['Cherrim'],,"[{'name': 'Leafage', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Common,"The deeper a Cherubi's red, the more nutrients it has stockpiled in its body. And the sweeter and tastier its small ball!",[420],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-8,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Mina Nakai,Cherrim,8,['Grass'],Pokémon,['Stage 1'],,80,Cherubi,,"[{'name': 'Spring Bloom', 'text': ""As often as you like during your turn, you may attach a Grass Energy card from your hand to 1 of your Pokémon that doesn't have a Rule Box (Pokémon V, Pokémon-GX, etc. have Rule Boxes)."", 'type': 'Ability'}]","[{'name': 'Seed Bomb', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless']",2,Rare Holo,The faint scent that emanates from its full blossom entices bug Pokémon to it.,[421],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-9,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,AKIRA EGAWA,Carnivine,9,['Grass'],Pokémon,"['Basic', 'Rapid Strike']",,110,,,,"[{'name': 'Big Bite', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ""During your opponent's next turn, the Defending Pokémon can't retreat.""}, {'name': 'Triple Whip', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60×', 'text': 'Flip 3 coins. This attack does 60 damage for each heads.'}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless']",2,Uncommon,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,[455],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-10,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,kodama,Durant,10,['Grass'],Pokémon,['Basic'],,90,,,,"[{'name': 'Vise Grip', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}, {'name': 'Devour', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""For each of your Durant in play, discard the top card of your opponent's deck.""}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Uncommon,"With their large mandibles, these Pokémon can crunch their way through rock. They work together to protect their eggs from Sandaconda.",[632],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-11,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Midori Harada,Scatterbug,11,['Grass'],Pokémon,['Basic'],,40,,['Spewpa'],,"[{'name': 'Surprise Attack', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '30', 'text': 'Flip a coin. If tails, this attack does nothing.'}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Common,"The powder that covers its body regulates its temperature, so it can live in any region or climate.",[664],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-12,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Sumiyoshi Kizuki,Spewpa,12,['Grass'],Pokémon,['Stage 1'],,80,Scatterbug,['Vivillon'],,"[{'name': 'Grass Cocooning', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Heal 40 damage from this Pokémon.'}, {'name': 'Bug Bite', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Uncommon,"The beaks of birds can't begin to scratch its stalwart body. To defend itself, it spews powder.",[665],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-13,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,miki kudo,Vivillon,13,['Grass'],Pokémon,['Stage 2'],,120,Spewpa,,,"[{'name': 'Vital Powder', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Heal all damage from 2 of your Benched Pokémon.'}, {'name': 'Gust', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '90', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Rare,The patterns on this Pokémon's wings depend on the climate and topography of its habitat. It scatters colorful scales.,[666],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-14,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Yukiko Baba,Fomantis,14,['Grass'],Pokémon,['Basic'],,60,,['Lurantis'],,"[{'name': 'Continuous Slash', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '20×', 'text': 'Flip a coin until you get tails. This attack does 20 damage for each heads.'}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Common,"It loves the sunshine. When it basks in the sunlight regularly, it grows up with vivid coloration.",[753],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-15,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Anesaki Dynamic,Lurantis,15,['Grass'],Pokémon,['Stage 1'],,120,Fomantis,,,"[{'name': 'Leaf Drain', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '30', 'text': 'Heal 30 damage from this Pokémon.'}, {'name': 'Solar Cutter', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '70', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless']",2,Rare,"As it slashes into its enemies, it looks like it's dancing. Its elegant appearance has led some to call it the most glamorous Grass Pokémon.",[754],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-16,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Ryota Murayama,Tapu Bulu,16,['Grass'],Pokémon,['Basic'],,130,,,,"[{'name': 'Push Down', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '20', 'text': 'Your opponent switches their Active Pokémon with 1 of their Benched Pokémon.'}, {'name': ""Nature's Judgment"", 'cost': ['Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80+', 'text': 'You may discard all Energy from this Pokémon. If you do, this attack does 80 more damage.'}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless']",2,Rare Holo,"Although it's called a guardian deity, it's violent enough to crush anyone it sees as an enemy.",[787],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-17,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Masakazu Fukuda,Blipbug,17,['Grass'],Pokémon,['Basic'],,50,,['Dottler'],,"[{'name': 'Stampede', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Common,"Often found in gardens, this Pokémon has hairs on its body that it uses to assess its surroundings.",[824],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-18,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,PLANETA Mochizuki,Flapple V,18,['Grass'],Pokémon,"['Basic', 'V']",,190,,,,"[{'name': 'Sour Spit', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ""During your opponent's next turn, the Defending Pokémon's attacks cost ColorlessColorless more.""}, {'name': 'Wing Attack', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '120', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Rare Holo V,,[841],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",E,
swsh5-19,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,PLANETA Tsuji,Flapple VMAX,19,['Grass'],Pokémon,['VMAX'],,320,Flapple V,,,"[{'name': 'G-Max Rolling', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '250-', 'text': 'This attack does 10 less damage for each damage counter on this Pokémon.'}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Rare Holo VMAX,,[841],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,"['VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.']",E,
swsh5-20,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,kodama,Entei,20,['Fire'],Pokémon,['Basic'],,130,,,,"[{'name': 'Heat Dash', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '30', 'text': 'You may attach a Fire Energy card from your hand to this Pokémon.'}, {'name': 'Fire Fang', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '90', 'text': ""Your opponent's Active Pokémon is now Burned.""}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless']",2,Rare Holo,"It is said that when it roars, a volcano erupts somewhere around the globe.",[244],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-21,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Kagemaru Himeno,Victini V,21,['Fire'],Pokémon,"['Basic', 'V']",,190,,,,"[{'name': 'V Bullet', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '10+', 'text': ""If your opponent's Active Pokémon is a Pokémon V, this attack does 50 more damage.""}, {'name': 'Flare Shot', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '120', 'text': 'Discard all Energy from this Pokémon.'}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1,Rare Holo V,,[494],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",E,
swsh5-22,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,PLANETA Mochizuki,Victini VMAX,22,['Fire'],Pokémon,['VMAX'],,310,Victini V,,,"[{'name': 'Spreading Flames', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Attach up to 3 Fire Energy cards from your discard pile to your Pokémon in any way you like.'}, {'name': 'Max Victory', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '100+', 'text': ""If your opponent's Active Pokémon is a Pokémon V, this attack does 120 more damage.""}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless']",2,Rare Holo VMAX,,[494],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,"['VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.']",E,
swsh5-23,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,You Iribi,Tepig,23,['Fire'],Pokémon,"['Basic', 'Single Strike']",,80,,['Pignite'],,"[{'name': 'Ram', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}, {'name': 'Combustion', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': ''}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless']",2,Common,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.",[498],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-24,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,tetsuya koizumi,Pignite,24,['Fire'],Pokémon,"['Stage 1', 'Single Strike']",,100,Tepig,['Emboar'],,"[{'name': 'Ram', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}, {'name': 'Combustion', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '90', 'text': ''}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Uncommon,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",[499],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-25,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Anesaki Dynamic,Emboar,25,['Fire'],Pokémon,"['Stage 2', 'Single Strike']",,180,Pignite,,"[{'name': 'Fighting Fury Stance', 'text': ""Your Single Strike Pokémon's attacks do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)."", 'type': 'Ability'}]","[{'name': 'Heat Crash', 'cost': ['Fire', 'Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '130', 'text': ''}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4,Rare Holo,It has mastered fast and powerful fighting moves. It grows a beard of fire.,[500],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-26,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Miki Tanaka,Heatmor,26,['Fire'],Pokémon,['Basic'],,120,,,,"[{'name': 'Flare', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}, {'name': 'Burning Licks', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': ""Flip 2 coins. For each heads, discard an Energy from your opponent's Active Pokémon.""}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless']",2,Uncommon,"A flame serves as its tongue, melting through the hard shell of Durant so that Heatmor can devour their insides.",[631],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-27,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Yuka Morii,Salandit,27,['Fire'],Pokémon,['Basic'],,70,,['Salazzle'],,"[{'name': 'Call Sign', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.'}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1,Common,This sneaky Pokémon will slink behind its prey and immobilize it with poisonous gas before the prey even realizes Salandit is there.,[757],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-28,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Shibuzoh.,Salazzle,28,['Fire'],Pokémon,['Stage 1'],,90,Salandit,,,"[{'name': 'Perplex', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Your opponent's Active Pokémon is now Confused.""}, {'name': 'Derisive Roasting', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '90×', 'text': ""This attack does 90 damage for each Special Condition affecting your opponent's Active Pokémon.""}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1,Rare,The winner of competitions between Salazzle is decided by which one has the most male Salandit with it.,[758],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-29,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Yuka Morii,Sizzlipede,29,['Fire'],Pokémon,['Basic'],,70,,['Centiskorch'],,"[{'name': 'Searing Flame', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ""Your opponent's Active Pokémon is now Burned.""}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1,Common,"It wraps prey up with its heated body, cooking them in its coils. Once they're well-done, it will voraciously nibble them down to the last morsel.",[850],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-30,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Souichirou Gunjima,Centiskorch,30,['Fire'],Pokémon,['Stage 1'],,130,Sizzlipede,,"[{'name': 'Overheater', 'text': ""Whenever your opponent flips a coin for their Burned Pokémon during Pokémon Checkup, it doesn't recover from that Special Condition even if the result is heads."", 'type': 'Ability'}]","[{'name': 'Bursting Inferno', 'cost': ['Fire', 'Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '130', 'text': ""Your opponent's Active Pokémon is now Burned.""}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless']",2,Rare,"While its burning body is already dangerous on its own, this excessively hostile Pokémon also has large and very sharp fangs.",[851],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-31,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Anesaki Dynamic,Horsea,31,['Water'],Pokémon,['Basic'],,60,,['Seadra'],,"[{'name': 'Smokescreen', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ""During your opponent's next turn, if the Defending Pokémon tries to attack, your opponent flips a coin. If tails, that attack doesn't happen.""}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Common,"It makes its nest in the shade of corals. If it senses danger, it spits murky ink and flees.",[116],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
