id,image_url,caption,name,hp,set_name
sm11-99,https://images.pokemontcg.io/sm11/99_hires.png,"A Stage 1 Pokemon Card of type Psychic with the title Salazzle and 110 HP of rarity Rare evolved from Salandit from the set Unified Minds and the flavor text: Salazzle lives deep in caves and forces the Salandit it has attracted with its pheromones to serve it. It has the attack Smack with the cost Psychic, the energy cost 1 and the damage of 40. It has the attack Slashing Claw with the cost Psychic, Colorless, Colorless, the energy cost 3 and the damage of 90. It has weakness against Psychic 2. ",Salazzle,110,Unified Minds
g1-RC11,https://images.pokemontcg.io/g1/RC11_hires.png,"A Basic Pokemon Card of type Psychic with the title Wobbuffet and 110 HP of rarity Common from the set Generations and the flavor text: When she's surrounded by cushions and dressers that I like, she looks just like a princess! It has the attack Psychic Assault with the cost Psychic, Colorless, the energy cost 2 and the damage of 10+ with the description: This attack does 10 more damage for each damage counter on your opponent's Active Pokemon. It has the ability Bide Barricade with the description: As long as this Pokemon is your Active Pokemon, each Pokemon in play, in each player's hand, and in each player's discard pile has no Abilities (except for Psychic Pokemon). It has weakness against Psychic 2. ",Wobbuffet,110,Generations
xyp-XY98,https://images.pokemontcg.io/xyp/XY98_hires.png,"A MEGA, EX Pokemon Card of type Fighting with the title M Aerodactyl-EX and 210 HP of rarity Promo evolved from Aerodactyl-EX from the set XY Black Star Promos.  It has the attack Rock Drill Dive with the cost Fighting, Colorless, Colorless, the energy cost 3 and the damage of 110 with the description: This attack does 10 damage to each Benched Pokemon (both yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokemon.) It has weakness against Lightning 2. It has resistance against Fighting -20. ",M Aerodactyl-EX,210,XY Black Star Promos
swsh2-101,https://images.pokemontcg.io/swsh2/101_hires.png,"A Basic Pokemon Card of type Fighting with the title Galarian Yamask and 70 HP of rarity Common from the set Rebel Clash and the flavor text: A clay slab with cursed engravings took possession of a Yamask. The slab is said to be absorbing the Yamask's dark power. It has the attack Reckless Charge with the cost Colorless, Colorless, the energy cost 2 and the damage of 50 with the description: This Pokemon also does 30 damage to itself. It has weakness against Grass 2. ",Galarian Yamask,70,Rebel Clash
swsh1-105,https://images.pokemontcg.io/swsh1/105_hires.png,"A Basic Pokemon Card of type Fighting with the title Mudbray and 80 HP of rarity Common from the set Sword & Shield and the flavor text: Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokemon. It's skilled at making use of mud. It has the attack Stampede with the cost Colorless, the energy cost 1 and the damage of 10. It has the attack Rear Kick with the cost Fighting, Colorless, the energy cost 2 and the damage of 30. It has weakness against Grass 2. ",Mudbray,80,Sword & Shield
sm8-99,https://images.pokemontcg.io/sm8/99_hires.png,"A Basic Pokemon Card of type Psychic with the title Yamask and 70 HP of rarity Common from the set Lost Thunder and the flavor text: Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry. It has the attack Haunt with the cost Psychic, the energy cost 1 with the description: Put 1 damage counter on your opponent's Active Pokemon. It has weakness against Darkness 2. It has resistance against Fighting -20. ",Yamask,70,Lost Thunder
base6-98,https://images.pokemontcg.io/base6/98_hires.png,"A Basic Pokemon Card of type Fire with the title Vulpix and 50 HP of rarity Common from the set Legendary Collection and the flavor text: At the time of birth, it has just one tail. Its tail splits from the tip as it grows older. It has the attack Confuse Ray with the cost Fire, Fire, the energy cost 2 and the damage of 10 with the description: Flip a coin. If heads, the Defending Pokemon is now Confused. It has weakness against Water 2. ",Vulpix,50,Legendary Collection
bw8-98,https://images.pokemontcg.io/bw8/98_hires.png,"A Stage 1 Pokemon Card of type Colorless with the title Clefable and 90 HP of rarity Rare evolved from Clefairy from the set Plasma Storm and the flavor text: Their ears are sensitive enough to hear a pin drop from over a mile away, so they're usually found in quiet places. It has the attack Moon Impact with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 50. It has the ability Moon Guidance with the description: Once during your turn (before your attack), you may flip a coin. If heads, search your deck for a card that evolves from 1 of your Pokemon and put it onto that Pokemon. (This counts as evolving that Pokemon.) Shuffle your deck afterward. It has weakness against Fighting 2. ",Clefable,90,Plasma Storm
col1-SL7,https://images.pokemontcg.io/col1/SL7_hires.png,"A Basic Pokemon Card of type Water with the title Lugia and 100 HP of rarity Rare Holo from the set Call of Legends and the flavor text: It is said to be the guardian of the seas. It is rumored to have been seen on the night of a storm. It has the attack Linear Attack with the cost Water, Colorless, Colorless, the energy cost 3 with the description: Choose 1 of your opponent's Pokemon. This attack does 30 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) It has the attack Hydro Splash with the cost Water, Water, Water, Colorless, Colorless, the energy cost 5 and the damage of 80. It has weakness against Lightning 2. It has resistance against Fighting -20. ",Lugia,100,Call of Legends
dp3-109,https://images.pokemontcg.io/dp3/109_hires.png,"A Basic Pokemon Card of type Grass with the title Shuckle and 60 HP of rarity Common from the set Secret Wonders and the flavor text: It stores berries in its shell. The berries eventually ferment to become delicious juices. It has the attack Ferment Poison with the cost Grass, Colorless, the energy cost 2 and the damage of 10 with the description: The Defending Pokemon is now Poisoned. As long as the Defending Pokemon remains Poisoned by this attack, it can't use any Poke-Body. It has the ability Pot Shell with the description: Prevent all effects of attacks, including damage, done to Shuckle by your opponent's Pokemon that has any Special Energy cards attached to it. It has weakness against Fire +20. ",Shuckle,60,Secret Wonders
ex13-104,https://images.pokemontcg.io/ex13/104_hires.png,"A Basic, Star Pokemon Card of type Lightning with the title Pikachu  and 60 HP of rarity Rare Holo Star from the set Holon Phantoms.  It has the attack Thundershock with the cost Colorless, the energy cost 1 and the damage of 10 with the description: Flip a coin. If heads, the Defending Pokemon is now Paralyzed. It has the attack Spring Back with the cost Lightning, Lightning, the energy cost 2 and the damage of 20+ with the description: If your opponent has only 1 Prize card left, this attack does 20 damage plus 50 more damage. It has weakness against Fighting 2. ",Pikachu ★,60,Holon Phantoms
dp7-96,https://images.pokemontcg.io/dp7/96_hires.png,"A Level-Up Pokemon Card of type Psychic with the title Dusknoir LV.X and 140 HP of rarity Rare Holo LV.X evolved from Dusknoir from the set Stormfront.  It has the ability Ectoplasm with the description: If Dusknoir is your Active Pokemon and would be Knocked Out by damage from your opponent's attack, you may discard all cards attached to Dusknoir LV.X and put Dusknoir LV.X as a Stadium card into play instead of discarding it. This counts as Dusknoir being Knocked Out and your opponent takes a Prize card. As long as you have Dusknoir LV.X as a Stadium card in play, put 1 damage counter on each of your opponent's Pokemon between turns. If another Stadium card comes into play or Dusknoir LV.X is discarded by the effects of any attacks, Poke-Powers, Poke-Bodies, Trainer, or Supporter cards, return Dusknoir LV.X to your hand. It has weakness against Darkness 2. It has resistance against Colorless -20. ",Dusknoir LV.X,140,Stormfront
sm7-102,https://images.pokemontcg.io/sm7/102_hires.png,"A Basic, GX Pokemon Card of type Metal with the title Stakataka-GX and 180 HP of rarity Rare Holo GX from the set Celestial Storm.  It has the attack Gigaton Stomp with the cost Metal, Metal, Colorless, the energy cost 3 and the damage of 120. It has the attack Assembly-GX with the cost Metal, Metal, Colorless, the energy cost 3 and the damage of 50+ with the description: This attack does 50 more damage for each Prize card you have taken. (You can't use more than 1 GX attack in a game.) It has the ability Ultra Wall with the description: Your Ultra Beasts take 10 less damage from your opponent's attacks (after applying Weakness and Resistance). It has weakness against Fire 2. It has resistance against Psychic -20. ",Stakataka-GX,180,Celestial Storm
pl4-AR5,https://images.pokemontcg.io/pl4/AR5_hires.png,"A Basic Pokemon Card of type Colorless with the title Arceus and 80 HP of rarity Rare from the set Arceus and the flavor text: It is said to have emerged from an egg in a place where there was nothing, then shaped the world. It has the attack Ripple Swell with the cost the energy cost 0 with the description: If you have 6 Arceus in play and each of them is a different type, search your deck for up to 6 basic Energy cards. Attach each of those Energy cards to a different Pokemon you have in play. Shuffle your deck afterward. It has the attack Sky Spear with the cost Colorless, Colorless, Colorless, the energy cost 3 with the description: Choose 1 of your opponent's Pokemon. This attack does 80 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) Remove all Energy cards attached to Arceus and put them in the Lost Zone. It has weakness against Fighting 2. ",Arceus,80,Arceus
sm3-100,https://images.pokemontcg.io/sm3/100_hires.png,"A Basic Pokemon Card of type Dragon with the title Zygarde and 150 HP of rarity Rare Holo from the set Burning Shadows and the flavor text: This is Zygarde's form at times when it uses its overwhelming power to suppress those who endanger the ecosystem. It has the attack Land Crush with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 80. It has the attack Core Enforcer with the cost Darkness, Fairy, Colorless, Colorless, the energy cost 4 and the damage of 150 with the description: Discard a Darkness Energy and a Fairy Energy attached to this Pokemon. It has weakness against Fairy 2. ",Zygarde,150,Burning Shadows
pl1-103,https://images.pokemontcg.io/pl1/103_hires.png,"A Basic Pokemon Card of type Grass with the title Wurmple and 50 HP of rarity Common from the set Platinum and the flavor text: Often targeted by bird Pokemon, it desperately resists by releasing poison from its tail spikes. It has the attack Ram with the cost Colorless, the energy cost 1 and the damage of 10. It has the attack Poison Sting with the cost Grass, Colorless, the energy cost 2 and the damage of 20 with the description: Flip a coin. If heads, the Defending Pokemon is now Poisoned. It has weakness against Fire +10. ",Wurmple,50,Platinum
bw11-105,https://images.pokemontcg.io/bw11/105_hires.png,"A Stage 1 Pokemon Card of type Colorless with the title Cinccino and 90 HP of rarity Rare Holo evolved from Minccino from the set Legendary Treasures and the flavor text: Their white fur is coated in a special oil that makes it easy for them to deflect attacks. It has the attack Echoed Voice with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 50 with the description: During your next turn, this Pokemon's Echoed Voice attack does 50 more damage (before applying Weakness and Resistance). It has the ability Smooth Coat with the description: If any damage is done to this Pokemon by attacks, flip a coin. If heads, prevent that damage. It has weakness against Fighting 2. ",Cinccino,90,Legendary Treasures
ex16-96,https://images.pokemontcg.io/ex16/96_hires.png,"A Stage 2, EX Pokemon Card of type Colorless with the title Salamence ex and 160 HP of rarity Rare Holo EX evolved from Shelgon from the set Power Keepers.  It has the attack Volcanic Flame with the cost Fire, Fire, Colorless, Colorless, the energy cost 4 and the damage of 150 with the description: Discard the top 5 cards from your deck. It has the attack Hydro Wave with the cost Water, Water, Colorless, Colorless, the energy cost 4 with the description: Discard all Water Energy attached to Salamence ex. This attack does 30 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) It has weakness against Colorless 2. It has resistance against Fire -30 and . Fighting -30. ",Salamence ex,160,Power Keepers
xy1-104,https://images.pokemontcg.io/xy1/104_hires.png,"A Basic Pokemon Card of type Colorless with the title Skitty and 50 HP of rarity Common from the set XY and the flavor text: It can't stop itself from chasing moving things, and it runs in a circle, chasing its own tail. It has the attack Heal Bell with the cost Colorless, the energy cost 1 with the description: Heal 10 damage from each of your Pokemon. It has the attack Tail Whap with the cost Colorless, the energy cost 1 and the damage of 10. It has weakness against Fighting 2. ",Skitty,50,XY
dp5-100,https://images.pokemontcg.io/dp5/100_hires.png,"A Level-Up Pokemon Card of type Colorless with the title Porygon-Z LV.X and 130 HP of rarity Rare Holo LV.X evolved from Porygon-Z from the set Majestic Dawn.  It has the ability Decode with the description: Once during your turn (before your attack), you may search your deck for up to any 2 cards and shuffle your deck afterward. Then, put those cards on top of your deck in any order. This power can't be used if Porygon-Z is affected by a Special Condition. It has weakness against Fighting 2. ",Porygon-Z LV.X,130,Majestic Dawn
ex15-92,https://images.pokemontcg.io/ex15/92_hires.png,"A Stage 2, EX Pokemon Card of type Psychic with the title Flygon ex  and 150 HP of rarity Rare Holo EX evolved from Vibrava from the set Dragon Frontiers.  It has the attack Psychic Pulse with the cost Psychic, Psychic, Colorless, the energy cost 3 and the damage of 80 with the description: Does 10 damage to each of your opponent's Benched Pokemon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokemon.) It has the ability Sand Damage with the description: As long as Flygon ex is your Active Pokemon, put 1 damage counter on each of your opponent's Benched Basic Pokemon between turns. You can't use more than 1 Sand Damage Poke-Body between turns. ",Flygon ex δ,150,Dragon Frontiers
sm5-101,https://images.pokemontcg.io/sm5/101_hires.png,"A Basic, GX Pokemon Card of type Dragon with the title Palkia-GX and 180 HP of rarity Rare Holo GX from the set Ultra Prism.  It has the attack Spatial Control with the cost Water, the energy cost 1 with the description: Move any number of Energy from your Benched Pokemon to this Pokemon. It has the attack Hydro Pressure with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 60+ with the description: This attack does 20 more damage times the amount of Water Energy attached to this Pokemon. It has the attack Zero Vanish-GX with the cost Water, Water, Water, Colorless, Colorless, the energy cost 5 and the damage of 150 with the description: Shuffle all Energy from each of your opponent's Pokemon into their deck. (You can't use more than 1 GX attack in a game.) It has weakness against Fairy 2. ",Palkia-GX,180,Ultra Prism
ecard2-78,https://images.pokemontcg.io/ecard2/78_hires.png,"A Basic Pokemon Card of type Water with the title Goldeen and 40 HP of rarity Common from the set Aquapolis.  It has the attack Knock Away with the cost Colorless, the energy cost 1 and the damage of 10+ with the description: Flip a coin. If heads, this attack does 10 damage plus 10 more damage. It has weakness against Lightning 2. ",Goldeen,40,Aquapolis
ex2-96,https://images.pokemontcg.io/ex2/96_hires.png,"A Stage 2, EX Pokemon Card of type Psychic with the title Gardevoir ex and 150 HP of rarity Rare Holo EX evolved from Kirlia from the set Sandstorm.  It has the attack Feedback with the cost Psychic, Colorless, the energy cost 2 with the description: Count the number of cards in your opponent's hand. Put that many damage counters on the Defending Pokemon. It has the attack Psystorm with the cost Psychic, Colorless, Colorless, Colorless, the energy cost 4 and the damage of 10 with the description: Does 10 damage times the total amount of Energy attached to all Pokemon in play. It has weakness against Grass 2 and . Psychic 2. ",Gardevoir ex,150,Sandstorm
dp6-105,https://images.pokemontcg.io/dp6/105_hires.png,"A Stage 1 Pokemon Card of type Grass with the title Lileep and 80 HP of rarity Common evolved from Root Fossil from the set Legends Awakened and the flavor text: It lived on the seafloor 100 million years ago and was reanimated scientifically. It has the attack Astonish with the cost Colorless, the energy cost 1 and the damage of 20 with the description: Choose 1 card from your opponent's hand without looking. Look at that card you chose, then have your opponent shuffle that card into his or her deck. It has the attack Absorb with the cost Grass, Colorless, the energy cost 2 and the damage of 30 with the description: Remove 2 damage counters from Lileep. It has weakness against Fire +20. ",Lileep,80,Legends Awakened
dp2-97,https://images.pokemontcg.io/dp2/97_hires.png,"A Basic Pokemon Card of type Water with the title Seel and 60 HP of rarity Common from the set Mysterious Treasures and the flavor text: A Pokemon that lives on icebergs. It swims in the sea using the point on its head to break up ice. It has the attack Freezing Headbutt with the cost Water, Colorless, the energy cost 2 and the damage of 10 with the description: Flip a coin. If heads, the Defending Pokemon is now Paralyzed. It has weakness against Metal +10. ",Seel,60,Mysterious Treasures
bw3-102,https://images.pokemontcg.io/bw3/102_hires.png,"A Basic Pokemon Card of type Colorless with the title Meowth and 60 HP of rarity Rare Secret from the set Noble Victories and the flavor text: This is an extremely rare Meowth card. Maybe good fortune will come to you if you hold this card! It has the attack Fury Swipes with the cost Colorless, the energy cost 1 and the damage of 10 with the description: Flip 3 coins. This attack does 10 damage times the number of heads. It has the attack Pay Day with the cost Colorless, Colorless, the energy cost 2 and the damage of 20 with the description: Draw a card. It has weakness against Fighting 2. ",Meowth,60,Noble Victories
swsh3-97,https://images.pokemontcg.io/swsh3/97_hires.png,"A Basic Pokemon Card of type Fighting with the title Passimian and 110 HP of rarity Common from the set Darkness Ablaze and the flavor text: Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries. It has the attack Call for Family with the cost Colorless, the energy cost 1 with the description: Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck. It has the attack Rock Hurl with the cost Fighting, Colorless, Colorless, the energy cost 3 and the damage of 70 with the description: This attack's damage isn't affected by Resistance. It has weakness against Psychic 2. ",Passimian,110,Darkness Ablaze
bw7-106,https://images.pokemontcg.io/bw7/106_hires.png,"A Basic Pokemon Card of type Colorless with the title Meowth and 60 HP of rarity Common from the set Boundaries Crossed and the flavor text: It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly. It has the attack Fake Out with the cost Colorless, Colorless, the energy cost 2 and the damage of 20 with the description: Flip a coin. If heads, the Defending Pokemon is now Paralyzed. It has weakness against Fighting 2. ",Meowth,60,Boundaries Crossed
bw6-101,https://images.pokemontcg.io/bw6/101_hires.png,"A Basic Pokemon Card of type Colorless with the title Slakoth and 60 HP of rarity Common from the set Dragons Exalted and the flavor text: It spends nearly all its time in a day sprawled out. Just seeing it makes one drowsy. It has the attack Smack n' Slack with the cost Colorless, the energy cost 1 and the damage of 10 with the description: This Pokemon is now Asleep. It has weakness against Fighting 2. ",Slakoth,60,Dragons Exalted
ex10-103,https://images.pokemontcg.io/ex10/103_hires.png,"A Stage 2, EX Pokemon Card of type Water with the title Feraligatr ex and 150 HP of rarity Rare Holo EX evolved from Croconaw from the set Unseen Forces.  It has the attack Tsunami with the cost Water, Colorless, the energy cost 2 and the damage of 30 with the description: Does 10 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) It has the attack Sore Spot with the cost Water, Colorless, Colorless, Colorless, the energy cost 4 and the damage of 70+ with the description: Does 70 damage plus 10 more damage for each damage counter on the Defending Pokemon. It has the ability Overpowering Fang with the description: As long as Feraligatr ex is your Active Pokemon, each player's Pokemon (excluding Pokemon-ex) can't use any Poke-Powers or Poke-Bodies. It has weakness against Lightning 2. ",Feraligatr ex,150,Unseen Forces
ex8-102,https://images.pokemontcg.io/ex8/102_hires.png,"A Basic, EX Pokemon Card of type Colorless with the title Rayquaza ex and 100 HP of rarity Rare Holo EX from the set Deoxys.  It has the attack Spiral Blast with the cost Fire, Lightning, the energy cost 2 and the damage of 20 with the description: Does 20 damage for each basic Energy card attached to Rayquaza ex. It has the ability Dragon Boost with the description: Once during your turn, when you put Rayquaza ex from your hand onto your Bench, you may move any number of basic Energy cards attached to your Pokemon to Rayquaza ex. It has weakness against Colorless 2. It has resistance against Water -30 and . Fighting -30. ",Rayquaza ex,100,Deoxys
hgss4-101,https://images.pokemontcg.io/hgss4/101_hires.png,"A LEGEND Pokemon Card of type Water, Metal with the title Palkia & Dialga LEGEND and 160 HP of rarity LEGEND from the set HSTriumphant.  It has the attack Sudden Delete with the cost Water, Colorless, Colorless, the energy cost 3 with the description: Choose 1 of your opponent's Benched Pokemon. Put that Pokemon and all cards attached to it back to your opponent's hand. It has the attack Time Control with the cost Metal, Metal, Colorless, the energy cost 3 with the description: Discard all Metal Energy attached to Palkia & Dialga LEGEND. Add the top 2 cards of your opponent's deck to his or her Prize cards. It has weakness against Lightning 2 and . Fire 2. ",Palkia & Dialga LEGEND,160,HS—Triumphant
ex7-101,https://images.pokemontcg.io/ex7/101_hires.png,"A Stage 1, EX Pokemon Card of type Darkness with the title Rocket's Scizor ex and 120 HP of rarity Rare Holo EX evolved from Rocket's Scyther ex from the set Team Rocket Returns.  It has the attack Rotating Claws with the cost Colorless, Colorless, Colorless, the energy cost 3 and the damage of 50 with the description: You may discard an Energy card attached to Rocket's Scizor ex. If you do, search your discard pile for an Energy card (excluding the one you discarded) and attach it to Rocket's Scizor ex. It has the ability Dual Armor with the description: As long as Rocket's Scizor ex has any Metal Energy attached to it, Rocket's Scizor ex is both Darkness and Metal type. It has weakness against Fire 2. It has resistance against Grass -30. ",Rocket's Scizor ex,120,Team Rocket Returns
xy12-100,https://images.pokemontcg.io/xy12/100_hires.png,"A MEGA, EX Pokemon Card of type Grass with the title M Venusaur-EX and 230 HP of rarity Rare Ultra evolved from Venusaur-EX from the set Evolutions.  It has the attack Crisis Vine with the cost Grass, Grass, Grass, Colorless, the energy cost 4 and the damage of 120 with the description: Your opponent's Active Pokemon is now Paralyzed and Poisoned. It has weakness against Fire 2. ",M Venusaur-EX,230,Evolutions
smp-SM100,https://images.pokemontcg.io/smp/SM100_hires.png,"A Stage 1, GX Pokemon Card of type Fighting with the title Lucario-GX and 210 HP of rarity Promo evolved from Riolu from the set SM Black Star Promos.  It has the attack Aura Strike with the cost Fighting, the energy cost 1 and the damage of 30+ with the description: If this Pokemon evolved from Riolu during this turn, this attack does 90 more damage. It has the attack Cyclone Kick with the cost Fighting, Fighting, Colorless, the energy cost 3 and the damage of 130. It has the attack Cantankerous Beatdown-GX with the cost Colorless, Colorless, the energy cost 2 and the damage of 30 with the description: This attack does 30 damage for each damage counter on this Pokemon. (You can't use more than 1 GX attack in a game.) It has weakness against Psychic 2. ",Lucario-GX,210,SM Black Star Promos
sm6-95,https://images.pokemontcg.io/sm6/95_hires.png,"A Basic, GX Pokemon Card of type Dragon with the title Ultra Necrozma-GX and 190 HP of rarity Rare Holo GX from the set Forbidden Light.  It has the attack Photon Geyser with the cost Psychic, Metal, the energy cost 2 and the damage of 20+ with the description: Discard all basic Psychic Energy from this Pokemon. This attack does 80 more damage for each card you discarded in this way. It has the attack Sky-Scorching Light-GX with the cost Psychic, Metal, the energy cost 2 with the description: You can use this attack only if the total of both players' remaining Prize cards is 6 or less. Put 6 damage counters on each of your opponent's Pokemon. (You can't use more than 1 GX attack in a game.) It has weakness against Fairy 2. ",Ultra Necrozma-GX,190,Forbidden Light
sm10-94,https://images.pokemontcg.io/sm10/94_hires.png,"A Stage 1 Pokemon Card of type Fighting with the title Rhydon and 110 HP of rarity Uncommon evolved from Rhyhorn from the set Unbroken Bonds and the flavor text: Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degress Fahrenheit. It has the attack Dirty Work with the cost Colorless, Colorless, the energy cost 2 with the description: Discard the top card of your opponent's deck. If you played Giovanni's Exile from your hand during this turn, discard the top 5 cards instead. It has the attack Horn Attack with the cost Fighting, Colorless, Colorless, Colorless, the energy cost 4 and the damage of 90. It has weakness against Grass 2. ",Rhydon,110,Unbroken Bonds
sm2-101,https://images.pokemontcg.io/sm2/101_hires.png,"A Basic Pokemon Card of type Colorless with the title Chansey and 110 HP of rarity Common from the set Guardians Rising and the flavor text: The eggs laid by Chansey are rich in nutrients and a favorite food of many Pokemon. It has the attack Bind Wound with the cost Colorless, Colorless, the energy cost 2 with the description: Flip a coin. If heads, heal 30 damage from 1 of your Pokemon. It has the attack Hammer In with the cost Colorless, Colorless, Colorless, Colorless, the energy cost 4 and the damage of 80. It has weakness against Fighting 2. ",Chansey,110,Guardians Rising
ecard1-94,https://images.pokemontcg.io/ecard1/94_hires.png,"A Basic Pokemon Card of type Grass with the title Bulbasaur and 50 HP of rarity Common from the set Expedition Base Set.  It has the attack Tackle with the cost Colorless, the energy cost 1 and the damage of 10. It has the attack Poison Seed with the cost Grass, Colorless, the energy cost 2 and the damage of 10 with the description: Flip a coin. If heads, the Defending Pokemon is now Poisoned. It has weakness against Fire 2. ",Bulbasaur,50,Expedition Base Set
pl2-106,https://images.pokemontcg.io/pl2/106_hires.png,"A Level-Up, SP Pokemon Card of type Psychic with the title Gallade E4 LV.X and 100 HP of rarity Rare Holo LV.X evolved from Gallade E4 from the set Rising Rivals.  It has the attack Aimed Cut with the cost Psychic, Colorless, Colorless, the energy cost 3 and the damage of 40+ with the description: Does 40 damage plus 10 more damage for each damage counter on the Defending Pokemon. It has the ability Blade Storm with the description: Once during your turn (before your attack), when you put Gallade E4 LV.X from your hand onto your Active Gallade E4, you may put 1 damage counter on each of your opponent's Pokemon. It has weakness against Psychic 2. ",Gallade E4 LV.X,100,Rising Rivals
dp4-96,https://images.pokemontcg.io/dp4/96_hires.png,"A Basic Pokemon Card of type Colorless with the title Zigzagoon and 50 HP of rarity Common from the set Great Encounters and the flavor text: It walks in zigzag fashion. It is good at finding items in the grass and even in the ground. It has the attack Pull Out with the cost Colorless, the energy cost 1 with the description: Search your discard pile for any 1 card, show it to your opponent, and put it on top of your deck. It has the attack Double Stab with the cost Colorless, the energy cost 1 and the damage of 10 with the description: Flip 2 coins. This attack does 10 damage times the number of heads. It has weakness against Fighting +10. ",Zigzagoon,50,Great Encounters
ex14-99,https://images.pokemontcg.io/ex14/99_hires.png,"A Basic, Star Pokemon Card of type Psychic with the title Alakazam  and 80 HP of rarity Rare Holo Star from the set Crystal Guardians.  It has the attack Psychic Select with the cost Psychic, the energy cost 1 with the description: Put any 1 card from your discard pile into your hand. It has the attack Skill Copy with the cost Colorless, Colorless, Colorless, the energy cost 3 with the description: Discard a Basic Pokemon or Evolution card from your hand. Choose 1 of that card's attacks. Skill Copy copies this attack. This attack does nothing if Alakazam Star doesn't have the Energy necessary to use that attack. (You must still do anything else required for that attack.) Alakazam Star performs that attack. It has weakness against Psychic 2. ",Alakazam ★,80,Crystal Guardians
bwp-BW94,https://images.pokemontcg.io/bwp/BW94_hires.png,"A Basic Pokemon Card of type Colorless with the title Eevee and 60 HP of rarity Promo from the set BW Black Star Promos and the flavor text: Thanks to its unstable genetic makeup, this special Pokemon conceals many different possible evolutions. It has the attack Growl with the cost Colorless, the energy cost 1 with the description: During your opponent's next turn, any damage done by attacks from the Defending Pokemon is reduced by 20 (before applying Weakness and Resistance). It has the attack Quick Attack with the cost Colorless, Colorless, the energy cost 2 and the damage of 10+ with the description: Flip a coin. If heads, this attack does 10 more damage. It has weakness against Fighting 2. ",Eevee,60,BW Black Star Promos
xy9-93,https://images.pokemontcg.io/xy9/93_hires.png,"A Basic Pokemon Card of type Colorless with the title Glameow and 60 HP of rarity Common from the set BREAKpoint and the flavor text: When it's happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon. It has the attack Act Cute with the cost Colorless, the energy cost 1 with the description: Your opponent puts a card from his or her hand on the bottom of his or her deck. It has the attack Scratch with the cost Colorless, Colorless, the energy cost 2 and the damage of 20. It has weakness against Fighting 2. ",Glameow,60,BREAKpoint
sm1-102,https://images.pokemontcg.io/sm1/102_hires.png,"A Basic Pokemon Card of type Colorless with the title Spinda and 80 HP of rarity Uncommon from the set Sun & Moon and the flavor text: Its steps are staggering and unsteady, but Spinda thinks it's walking in a straight line. It has the attack Teeter Punch with the cost Colorless, the energy cost 1 and the damage of 30 with the description: Your opponent's Active Pokemon is now Confused. It has weakness against Fighting 2. ",Spinda,80,Sun & Moon
dp1-104,https://images.pokemontcg.io/dp1/104_hires.png,"A Basic Pokemon Card of type Grass with the title Wurmple and 50 HP of rarity Common from the set Diamond & Pearl and the flavor text: It loves to eat leaves. If it is attacked by a STARLY, it will defend itself with its spiked rear. It has the attack Needling Sting with the cost Colorless, the energy cost 1 and the damage of 10+ with the description: Flip a coin. If heads, this attack does 10 damage plus 10 more damage. It has the attack String Shot with the cost Grass, the energy cost 1 and the damage of 10 with the description: Flip a coin. If heads, the Defending Pokemon is now Paralyzed. It has weakness against Fire +10. ",Wurmple,50,Diamond & Pearl
hgss1-113,https://images.pokemontcg.io/hgss1/113_hires.png,"A LEGEND Pokemon Card of type Water with the title Lugia LEGEND and 130 HP of rarity LEGEND from the set HeartGold & SoulSilver and the flavor text: It is said to be the guardian of the seas. It is rumored to have been seen on the night of a storm. It has the attack Elemental Blast with the cost Fire, Water, Lightning, the energy cost 3 and the damage of 200 with the description: Discard a Fire Energy, Water Energy, and Lightning Energy attached to Lugia LEGEND. It has the ability Ocean Grow with the description: Once during your turn, when you put Lugia LEGEND into play, you may look at the top 5 cards of your deck and attach all Energy cards you find there to Lugia LEGEND. Discard the other cards. It has weakness against Lightning 2. It has resistance against Fighting -20. ",Lugia LEGEND,130,HeartGold & SoulSilver
