type_name,weakness
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Psychic'],"{'type': 'Darkness', 'value': '+10'}"
['Fighting'],"{'type': 'Grass', 'value': '+20'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '+10'}"
['Psychic'],"{'type': 'Fire', 'value': '+10'}"
['Grass'],"{'type': 'Psychic', 'value': '+10'}"
['Water'],"{'type': 'Fire', 'value': '+10'}"
['Colorless'],"{'type': 'Lightning', 'value': '+10'}"
['Darkness'],"{'type': 'Fighting', 'value': '+10'}"
['Fighting'],"{'type': 'Grass', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Metal'],"{'type': 'Fire', 'value': '×2'}"
['Metal'],"{'type': 'Fire', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Colorless'],"{'type': 'Fighting', 'value': '+30'}"
['Grass'],"{'type': 'Lightning', 'value': '+30'}"
['Metal'],"{'type': 'Fire', 'value': '+30'}"
['Water'],"{'type': 'Lightning', 'value': '+30'}"
['Psychic'],"{'type': 'Darkness', 'value': '×2'}"
['Psychic'],"{'type': 'Darkness', 'value': '+30'}"
['Water'],"{'type': 'Lightning', 'value': '+20'}"
['Fire'],"{'type': 'Water', 'value': '+30'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Colorless'],"{'type': 'Fighting', 'value': '+20'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '+20'}"
['Water'],"{'type': 'Lightning', 'value': '+30'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+30'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Fire'],"{'type': 'Water', 'value': '+20'}"
['Fighting'],"{'type': 'Grass', 'value': '+20'}"
['Lightning'],"{'type': 'Fighting', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Psychic'],"{'type': 'Psychic', 'value': '+20'}"
['Grass'],"{'type': 'Lightning', 'value': '+20'}"
['Metal'],"{'type': 'Fire', 'value': '+20'}"
['Psychic'],"{'type': 'Darkness', 'value': '+20'}"
['Fire'],"{'type': 'Water', 'value': '+20'}"
['Water'],"{'type': 'Lightning', 'value': '+20'}"
['Water'],"{'type': 'Lightning', 'value': '+20'}"
['Fighting'],"{'type': 'Water', 'value': '+20'}"
['Metal'],"{'type': 'Fire', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Colorless'],"{'type': 'Fighting', 'value': '+20'}"
['Water'],"{'type': 'Lightning', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Colorless'],"{'type': 'Fighting', 'value': '+20'}"
['Fire'],"{'type': 'Water', 'value': '+10'}"
['Grass'],"{'type': 'Lightning', 'value': '+10'}"
['Fighting'],"{'type': 'Water', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Water'],"{'type': 'Metal', 'value': '+20'}"
['Colorless'],"{'type': 'Fighting', 'value': '+20'}"
['Grass'],"{'type': 'Lightning', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Psychic'],"{'type': 'Darkness', 'value': '+10'}"
['Fighting'],"{'type': 'Water', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Darkness'],"{'type': 'Fighting', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Fighting'],"{'type': 'Psychic', 'value': '+10'}"
['Psychic'],"{'type': 'Darkness', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Colorless'],"{'type': 'Lightning', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Fighting'],"{'type': 'Psychic', 'value': '×2'}"
['Grass'],"{'type': 'Fire', 'value': '×2'}"
['Colorless'],"{'type': 'Colorless', 'value': '+30'}"
['Water'],"{'type': 'Lightning', 'value': '+20'}"
['Lightning'],"{'type': 'Fighting', 'value': '+20'}"
['Colorless'],"{'type': 'Fighting', 'value': '×2'}"
['Lightning'],"{'type': 'Darkness', 'value': '+20'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Colorless'],"{'type': 'Colorless', 'value': '+20'}"
['Colorless'],"{'type': 'Fighting', 'value': '+20'}"
['Lightning'],"{'type': 'Fighting', 'value': '+20'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '+10'}"
['Colorless'],"{'type': 'Colorless', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+30'}"
['Colorless'],"{'type': 'Fighting', 'value': '+20'}"
['Water'],"{'type': 'Metal', 'value': '+30'}"
['Metal'],"{'type': 'Fire', 'value': '+20'}"
['Colorless'],"{'type': 'Colorless', 'value': '+20'}"
['Metal'],"{'type': 'Fire', 'value': '+10'}"
['Darkness'],"{'type': 'Lightning', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '+20'}"
['Fighting'],"{'type': 'Water', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Colorless'],"{'type': 'Fighting', 'value': '+20'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+20'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Psychic'],"{'type': 'Psychic', 'value': '+20'}"
['Psychic'],"{'type': 'Psychic', 'value': '+20'}"
['Darkness'],"{'type': 'Fire', 'value': '+20'}"
['Water'],"{'type': 'Metal', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Water'],"{'type': 'Grass', 'value': '+10'}"
['Water'],"{'type': 'Grass', 'value': '+20'}"
['Water'],"{'type': 'Metal', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Fighting'],"{'type': 'Water', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Metal'],"{'type': 'Fire', 'value': '+30'}"
['Fighting'],"{'type': 'Water', 'value': '+30'}"
['Water'],"{'type': 'Metal', 'value': '+30'}"
['Fire'],"{'type': 'Water', 'value': '+30'}"
['Psychic'],"{'type': 'Psychic', 'value': '+20'}"
['Psychic'],"{'type': 'Psychic', 'value': '+20'}"
['Colorless'],"{'type': 'Lightning', 'value': '+20'}"
['Darkness'],"{'type': 'Lightning', 'value': '+20'}"
['Psychic'],"{'type': 'Psychic', 'value': '+20'}"
['Psychic'],"{'type': 'Psychic', 'value': '+20'}"
['Fire'],"{'type': 'Water', 'value': '+30'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Fighting'],"{'type': 'Psychic', 'value': '+20'}"
['Fighting'],"{'type': 'Water', 'value': '+20'}"
['Water'],"{'type': 'Lightning', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Psychic'],"{'type': 'Grass', 'value': '+20'}"
['Colorless'],"{'type': 'Fighting', 'value': '+20'}"
['Water'],"{'type': 'Lightning', 'value': '×2'}"
['Lightning'],"{'type': 'Lightning', 'value': '+30'}"
['Fire'],"{'type': 'Water', 'value': '+20'}"
['Colorless'],"{'type': 'Fighting', 'value': '+20'}"
['Fighting'],"{'type': 'Fire', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Psychic'],"{'type': 'Darkness', 'value': '+20'}"
['Water'],"{'type': 'Lightning', 'value': '+20'}"
['Colorless'],"{'type': 'Colorless', 'value': '+20'}"
['Fighting'],"{'type': 'Water', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Colorless'],"{'type': 'Fighting', 'value': '+20'}"
['Colorless'],"{'type': 'Fighting', 'value': '+20'}"
['Fire'],"{'type': 'Water', 'value': '+20'}"
['Water'],"{'type': 'Grass', 'value': '+20'}"
['Grass'],"{'type': 'Lightning', 'value': '+20'}"
['Metal'],"{'type': 'Fire', 'value': '+20'}"
['Water'],"{'type': 'Lightning', 'value': '+20'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Darkness'],"{'type': 'Lightning', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Fire'],"{'type': 'Water', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+20'}"
['Fighting'],"{'type': 'Grass', 'value': '+20'}"
['Fighting'],"{'type': 'Water', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Lightning'],"{'type': 'Darkness', 'value': '+20'}"
['Colorless'],"{'type': 'Lightning', 'value': '+20'}"
['Water'],"{'type': 'Lightning', 'value': '+20'}"
['Grass'],"{'type': 'Lightning', 'value': '+20'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Metal'],"{'type': 'Fire', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+10'}"
['Colorless'],"{'type': 'Lightning', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '+10'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Colorless'],"{'type': 'Lightning', 'value': '+10'}"
['Psychic'],"{'type': 'Darkness', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Fighting'],"{'type': 'Water', 'value': '+10'}"
['Colorless'],"{'type': 'Colorless', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Fighting'],"{'type': 'Psychic', 'value': '+10'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+10'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Water'],"{'type': 'Grass', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Fighting'],"{'type': 'Water', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Fighting'],"{'type': 'Water', 'value': '+10'}"
['Water'],"{'type': 'Metal', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Colorless'],"{'type': 'Lightning', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+10'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+20'}"
['Fighting'],"{'type': 'Grass', 'value': '+20'}"
['Grass'],"{'type': 'Lightning', 'value': '+20'}"
['Water'],"{'type': 'Metal', 'value': '+20'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Fighting'],"{'type': 'Grass', 'value': '+30'}"
['Lightning'],"{'type': 'Fighting', 'value': '+30'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Psychic'],"{'type': 'Psychic', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+30'}"
['Fighting'],"{'type': 'Psychic', 'value': '+20'}"
['Fighting'],"{'type': 'Lightning', 'value': '+20'}"
['Metal'],"{'type': 'Fire', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Psychic'],"{'type': 'Darkness', 'value': '+30'}"
['Psychic'],"{'type': 'Darkness', 'value': '+30'}"
['Water'],"{'type': 'Metal', 'value': '+20'}"
['Fighting'],"{'type': 'Psychic', 'value': '+30'}"
['Colorless'],"{'type': 'Fighting', 'value': '+20'}"
['Lightning'],"{'type': 'Fighting', 'value': '+20'}"
['Water'],"{'type': 'Grass', 'value': '+30'}"
['Water'],"{'type': 'Lightning', 'value': '+20'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+20'}"
['Colorless'],"{'type': 'Fighting', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+30'}"
['Metal'],"{'type': 'Fire', 'value': '+20'}"
['Metal'],"{'type': 'Fire', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '+20'}"
['Psychic'],"{'type': 'Darkness', 'value': '+10'}"
['Fighting'],"{'type': 'Grass', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Psychic'],"{'type': 'Darkness', 'value': '+20'}"
['Psychic'],"{'type': 'Darkness', 'value': '+20'}"
['Lightning'],"{'type': 'Fighting', 'value': '+20'}"
['Lightning'],"{'type': 'Fighting', 'value': '+20'}"
['Water'],"{'type': 'Lightning', 'value': '+20'}"
['Fire'],"{'type': 'Water', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '+20'}"
['Colorless'],"{'type': 'Colorless', 'value': '+20'}"
['Grass'],"{'type': 'Fire', 'value': '+20'}"
['Fighting'],"{'type': 'Fire', 'value': '+20'}"
['Metal'],"{'type': 'Fire', 'value': '+20'}"
['Colorless'],"{'type': 'Colorless', 'value': '+10'}"
['Metal'],"{'type': 'Fire', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Fighting'],"{'type': 'Psychic', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Psychic'],"{'type': 'Darkness', 'value': '+10'}"
['Fighting'],"{'type': 'Grass', 'value': '+10'}"
['Psychic'],"{'type': 'Psychic', 'value': '+10'}"
['Fighting'],"{'type': 'Grass', 'value': '+20'}"
['Fighting'],"{'type': 'Psychic', 'value': '+10'}"
['Fighting'],"{'type': 'Water', 'value': '+10'}"
['Water'],"{'type': 'Grass', 'value': '+20'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Water'],"{'type': 'Metal', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Grass'],"{'type': 'Fire', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Water'],"{'type': 'Lightning', 'value': '+10'}"
['Darkness'],"{'type': 'Fighting', 'value': '×2'}"
['Grass'],"{'type': 'Fire', 'value': '×2'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Water'],"{'type': 'Lightning', 'value': '×2'}"
['Colorless'],"{'type': 'Fighting', 'value': '×2'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Psychic'],"{'type': 'Psychic', 'value': '×2'}"
['Fighting'],"{'type': 'Water', 'value': '×2'}"
['Metal'],"{'type': 'Fire', 'value': '×2'}"
['Colorless'],"{'type': 'Colorless', 'value': '+10'}"
['Fire'],"{'type': 'Water', 'value': '+10'}"
['Lightning'],"{'type': 'Fighting', 'value': '+10'}"
['Colorless'],"{'type': 'Fighting', 'value': '×2'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Grass'],"{'type': 'Fire', 'value': '×2'}"
['Grass'],"{'type': 'Fire', 'value': '×2'}"
['Grass'],"{'type': 'Fire', 'value': '×2'}"
['Grass'],"{'type': 'Fire', 'value': '×2'}"
['Grass'],"{'type': 'Fire', 'value': '×2'}"
['Grass'],"{'type': 'Fire', 'value': '×2'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Water'],"{'type': 'Grass', 'value': '×2'}"
['Water'],"{'type': 'Grass', 'value': '×2'}"
['Water'],"{'type': 'Grass', 'value': '×2'}"
['Water'],"{'type': 'Grass', 'value': '×2'}"
['Water'],"{'type': 'Grass', 'value': '×2'}"
['Water'],"{'type': 'Grass', 'value': '×2'}"
['Water'],"{'type': 'Grass', 'value': '×2'}"
['Water'],"{'type': 'Lightning', 'value': '×2'}"
['Water'],"{'type': 'Lightning', 'value': '×2'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Psychic'],"{'type': 'Psychic', 'value': '×2'}"
['Psychic'],"{'type': 'Psychic', 'value': '×2'}"
['Psychic'],"{'type': 'Psychic', 'value': '×2'}"
['Psychic'],"{'type': 'Darkness', 'value': '×2'}"
['Psychic'],"{'type': 'Darkness', 'value': '×2'}"
['Psychic'],"{'type': 'Psychic', 'value': '×2'}"
['Psychic'],"{'type': 'Psychic', 'value': '×2'}"
['Psychic'],"{'type': 'Psychic', 'value': '×2'}"
['Psychic'],"{'type': 'Psychic', 'value': '×2'}"
['Fighting'],"{'type': 'Grass', 'value': '×2'}"
['Fighting'],"{'type': 'Grass', 'value': '×2'}"
['Fighting'],"{'type': 'Grass', 'value': '×2'}"
['Fighting'],"{'type': 'Psychic', 'value': '×2'}"
['Fighting'],"{'type': 'Psychic', 'value': '×2'}"
['Fighting'],"{'type': 'Psychic', 'value': '×2'}"
['Fighting'],"{'type': 'Grass', 'value': '×2'}"
['Fighting'],"{'type': 'Psychic', 'value': '×2'}"
['Fairy'],"{'type': 'Metal', 'value': '×2'}"
['Colorless'],"{'type': 'Fighting', 'value': '×2'}"
['Colorless'],"{'type': 'Fighting', 'value': '×2'}"
['Colorless'],"{'type': 'Lightning', 'value': '×2'}"
['Colorless'],"{'type': 'Lightning', 'value': '×2'}"
['Colorless'],"{'type': 'Fighting', 'value': '×2'}"
['Colorless'],"{'type': 'Fighting', 'value': '×2'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Water'],"{'type': 'Lightning', 'value': '×2'}"
['Fire'],"{'type': 'Water', 'value': '×2'}"
['Water'],"{'type': 'Grass', 'value': '×2'}"
['Grass'],"{'type': 'Fire', 'value': '×2'}"
['Lightning'],"{'type': 'Fighting', 'value': '×2'}"
['Water'],"{'type': 'Lightning', 'value': '×2'}"
