card_id,attack_name,description,damage
dp5-77,Razor Leaf,,30
dp6-1,Energy Crush,Does 20 damage plus 10 more damage for each Energy attached to all of your opponent's Pokémon.,20+
dp6-2,Hyper Beam,"Flip a coin. If heads, discard an Energy card attached to the Defending Pokémon.",40
dp6-2,Draco Meteor,"Flip a coin for each of your opponent's Pokémon. If that coin flip is heads, this attack does 50 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",
dp6-3,Destiny Bond,"Discard a Psychic Energy attached to Froslass. During your opponent's next turn, if Froslass would be Knocked Out by damage from an attack, the Attacking Pokémon is Knocked Out.",
dp6-3,Icy Breath,The Defending Pokémon is now Asleep. Put 1 damage counter on each of your opponent's Benched Pokémon.,40
dp6-4,Shadow Force,"Choose 1 of your opponent's Benched Pokémon. This attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Flip a coin. If heads, prevent all effects of an attack, including damage, done to Giratina during your opponent's next turn.",
dp6-4,Brutal Edge,Does 50 damage plus 10 more damage for each damage counter on the Defending Pokémon.,50+
dp6-5,Burning Poison,Choose either Burned or Poisoned. The Defending Pokémon is now affected by that Special Condition. You may return Gliscor and all cards attached to it to your hand.,
dp6-5,Pester,"If the Defending Pokémon is affected by a Special Condition, this attack does 40 damage plus 40 more damage.",40+
dp6-6,Magma Storm,"You may discard as many basic Energy cards as you like attached to Heatran. If you do, this attack does 40 damage plus 20 more damage for each Energy card you discarded.",40+
dp6-7,Aqua Stream,"Search your discard pile for as many Water Energy cards as you like, show them to your opponent, and this attack does 10 damage for each Water Energy card you chose. Put those cards on top of your deck. Shuffle your deck afterward.",10×
dp6-7,Dragon Pump,"You may discard 2 cards from your hand. If you do, this attack does 40 damage plus 20 more damage and does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",40+
dp6-8,Plasma,Search your discard pile for a Lightning Energy card and attach it to Luxray.,40
dp6-8,Shock Bolt,Discard all Lightning Energy attached to Luxray.,100
dp6-9,Ice Fang,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed and discard an Energy card attached to the Defending Pokémon.",40
dp6-9,Charge Through,"You may do 60 damage plus 40 more damage and 40 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) If you do, Mamoswine does 40 damage to itself.",60+
dp6-10,Extra Comet Punch,"During your next turn, Metagross's Extra Comet Punch attack's base damage is 100.",50
dp6-11,Hypnoblast,The Defending Pokémon is now Asleep.,10
dp6-11,Psychic,Does 40 damage plus 10 more damage for each Energy attached to the Defending Pokémon.,40+
dp6-12,Frog Hop,"Flip a coin. If heads, this attack does 40 damage plus 40 more damage.",40+
dp6-13,Metal Bomber,Choose a number of your opponent's Benched Pokémon up to the amount of Metal Energy attached to Probopass. This attack does 20 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.),60
dp6-14,Sky Judgement,Discard all Energy attached to Rayquaza.,150
dp6-15,Crush Grip,"If the Defending Pokémon already has any damage counters on it, this attack's base damage is 40 instead of 120.",120
dp6-16,Transfer Pain,Move 1 damage counter from 1 of your Pokémon to 1 of your opponent's Pokémon.,
dp6-17,Sonic Wave,Does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.,10
dp6-17,Pursue and Turn,"If the Defending Pokémon already has 2 or more damage counters on it, this attack does 60 damage plus 20 more damage and switch Yanmega with 1 of your Benched Pokémon.",60+
dp6-18,Crush Claw,"During your next turn, if an attack does damage to the Defending Pokémon (after applying Weakness and Resistance), that attack does 40 more damage.",60
dp6-19,Lock Up,The Defending Pokémon can't retreat during your opponent's next turn.,20
dp6-20,Parallel Gain,Remove 1 damage counter from each of your Pokémon.,30
dp6-20,Blend Pollen,"Does 40 damage plus 20 more damage for each Vileplume and each Bellossom you have in play. Flip a coin. If heads, the Defending Pokémon is now Burned.",40+
dp6-21,Drain Down,"Before doing damage, you may switch 1 of the Defending Pokémon with 1 of your opponent's Benched Pokémon. If you do, this attack does 30 damage to the new Defending Pokémon. If the Defending Pokémon would be Knocked Out by this attack, you may remove all damage counters from Cradily.",30
dp6-21,Acid,The Defending Pokémon can't retreat during your opponent's next turn.,50
dp6-22,Gripthrow,"Flip a coin. If heads, your opponent returns the Defending Pokémon and all cards attached to it to his or her hand.",
dp6-22,Prop-up Pinchers,"If Crawdaunt has a Technical Machine card attached to it, this attack does 50 damage plus 30 more damage.",50+
dp6-23,Energy Assist,Search your discard pile for a basic Energy card and attach it to 1 of your Benched Pokémon.,30
dp6-24,Psychic Boost,"During your next turn, Deoxys's Psychic Boost attack's base damage is 20.",80
dp6-25,Psychic Defense,"During your opponent's next turn, prevent all effects of an attack, and any damage done to Deoxys by attacks is reduced by 20 (after applying Weakness and Resistance).",40
dp6-26,Speed Shot,"Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on that Pokémon.",
dp6-28,Explosion,Forretress does 40 damage to itself.,100
dp6-29,Drought,Choose up to 2 basic Fighting Energy cards from your hand and attach them to 1 of your Pokémon.,
dp6-29,Major Earthquake,Discard 2 Fighting Energy attached to Groudon and this attack does 10 damage to each of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),100
dp6-30,Heavy Metal,Flip a coin for each Metal Energy attached to Heatran. This attack does 40 damage plus 20 more damage for each heads.,40+
dp6-31,One Desire,"Search your deck for any 1 card. Shuffle your deck, then put that card on top of your deck.",
dp6-31,Doom Desire,Discard all Energy attached to Jirachi. The Defending Pokémon is Knocked Out at the end of your opponent's next turn.,
dp6-32,Drizzle,Choose up to 2 basic Water Energy cards from your hand and attach them to 1 of your Pokémon.,
dp6-32,High Tide,Discard 2 Water Energy attached to Kyogre. This attack does 20 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),60
dp6-33,Collect,Draw 3 cards.,
dp6-33,Cross-Cut,"If the Defending Pokémon is an Evolved Pokémon, this attack does 30 damage plus 30 more damage.",30+
dp6-34,Extrasensory,"If you have the same number of cards in your hand as your opponent, this attack does 20 damage plus 50 more damage.",20+
dp6-35,Focus Punch,"If Poliwrath was damaged by an attack during your opponent's last turn, this attack does nothing.",60
dp6-35,Submission,Poliwrath does 20 damage to itself.,90
dp6-36,Ice Reflect,"If Regice was damaged by an attack during your opponent's last turn, the Defending Pokémon is now Paralyzed.",50
dp6-37,Gigaton Punch,"Flip a coin. If heads, this attack does 60 damage plus 20 more damage and does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",60+
dp6-38,Stone Edge,"Flip a coin. If heads, this attack does 40 damage plus 30 more damage.",40+
dp6-39,Rotating Claws,"You may discard an Energy card attached to Registeel. If you do, search your discard pile for an Energy card (excluding the one you discarded) and attach it to Registeel.",50
dp6-40,Curse and Deceive,"Put 3 damage counters on the Defending Pokémon. If Shedinja has any damage counters on it, the Defending Pokémon is now Confused.",
dp6-41,Black Soot,"Flip a coin. If heads, the Defending Pokémon is now Burned and Paralyzed.",30
dp6-42,Hidden Power,"Flip a coin. If heads, this attack does 10 damage plus 10 more damage. If tails, Unown ! does 10 damage to itself, and this attack's damage isn't affected by Weakness or Resistance.",10+
dp6-43,Psychic Restore,You may put Uxie and all cards attached to it on the bottom of your deck in any order.,20
dp6-44,Burning Scent,"The Defending Pokémon is now Burned and Poisoned. Before applying these effects, you may switch 1 of the Defending Pokémon with 1 of your opponent's Benched Pokémon. The new Defending Pokémon is now Burned and Poisoned.",
dp6-44,Energy Dissolve,Discard an Energy attached to the Defending Pokémon at the end of your opponent's next turn.,60
dp6-45,Disturbing Pollen,"Flip a coin. If heads, your opponent can't play any Trainer, Supporter, or Stadium cards from his or her hand during your opponent's next turn.",60
dp6-46,Guard Claw,"During your opponent's next turn, any damage done to Anorith by attacks is reduced by 20 (after applying Weakness and Resistance).",20
dp6-46,X-Scissor,"Flip a coin. If heads, this attack does 30 damage plus 20 more damage.",30+
dp6-47,Eruption,Each player discards the top of his or her deck. This attack does 30 damage plus 30 more damage for each Energy card discarded in this way.,30+
dp6-47,Take Down,Camerupt does 20 damage to itself.,80
dp6-48,Weather Ball,"If you have a Stadium card in play, remove 3 damage counters from Castform. If your opponent has a Stadium card in play, this attack does 30 damage plus 30 more damage.",30+
dp6-49,Water Pulse,The defending Pokémon is now Asleep.,30
dp6-50,Hail,This attack does 10 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp6-51,Ember,Discard a Fire Energy attached to Castform Sunny Form.,40
dp6-52,Wrap,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",20
dp6-52,Rising Lunge,"Flip a coin. If heads, this attack does 30 damage plus 20 more damage.",30+
dp6-53,Expand,"During your opponent's next turn, any damage done to Drifblim by attacks is reduced by 10 (after applying Weakness and Resistance).",30
dp6-53,Whirlwind,Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.,60
dp6-54,Psychic Strategy,"Each player counts the number of cards in his or her opponent's hand. Each player shuffles his or her hand into his or her deck. Then, each player draws a number of cards up to the number of cards his or her opponent had. (You draw your cards first.)",
dp6-54,Super Eggsplosion,"Discard as many Energy cards as you like attached to your Pokémon. For each Energy card you discarded, flip a coin. This attack does 50 damage times the number of heads.",50×
dp6-55,Poison Jab,The Defending Pokémon is now Poisoned.,20
dp6-55,Sharp Tail,"Flip a coin. If heads, this attack does 30 damage plus 40 more damage.",30+
dp6-56,Magical Step,The Defending Pokémon is now Confused. Put 6 damage counters instead of 3 on the Confused Pokémon.,
dp6-56,Grind,Does 20 damage times the amount of Energy attached to Grumpig.,20×
dp6-57,Burning Sensation,"If the Defending Pokémon already has any damage counters on it, the Defending Pokémon is now Burned.",20
dp6-57,Bright Flame,"Flip a coin. If tails, discard 2 Fire Energy attached to Houndoom.",60
dp6-58,Rushing Water,Move an Energy card attached to the Defending Pokémon to another of your opponent's Pokémon.,20
dp6-58,Confuse Ray,The Defending Pokémon is now Confused.,40
dp6-59,Energy Split,This attack does 30 damage to each of your opponent's Pokémon that has any Energy cards attached to it. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp6-59,Aqua Bolt,Does 60 damage plus 10 more damage for each Water Energy attached to Lanturn.,60+
dp6-60,Comet Punch,Flip 4 coins. This attack does 20 damage times the number of heads.,20×
dp6-60,Baton Pass,"You may switch Ledian with 1 of your Benched Pokémon. If you do, move as many Energy cards attached to Ledian as you like to the new Active Pokémon.",50
dp6-61,Focus Blast,Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp6-61,Spike Lariat,"If the Defending Pokémon already has any damage counters on it, this attack does 60 damage plus 20 more damage.",60+
dp6-62,Spark,Does 10 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),30
dp6-62,Thunderous Claw,"Flip a coin. If tails, discard all Lightning Energy attached to Luxio.",70
dp6-63,Heavy Bone,"Flip a coin. If tails, Marowak can't use Heavy Bone during your next turn.",40
dp6-63,Bone Rush,Flip a coin until you get tails. This attack does 50 damage times the number of heads.,50×
dp6-64,Agility,"Flip a coin. If heads, prevent all effects of an attack, including damage, done to Metang during your opponent's next turn.",20
dp6-64,Metal Claw,,50
dp6-65,Psyshock,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",20
dp6-65,Bullet Punch,Flip 2 coins. This attack does 40 damage plus 20 more damage for each heads.,40+
dp6-66,Bite On,"If the Defending Pokémon isn't an Evolved Pokémon, that Pokémon can't attack, retreat, or use any Poké-Powers during your opponent's next turn.",30
dp6-66,Harass,Does 10 damage times the number of Pokémon you have in play.,10×
dp6-67,Chip Off,"If your opponent has 6 or more cards in his or her hand, discard a number of cards without looking until your opponent has 5 cards left in his or her hand.",30
dp6-68,Feint Attack,"Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on that Pokémon.",
dp6-68,Fasten Claws,"Flip a coin. If heads, this attack does 40 damage plus 10 more damage.",40+
dp6-69,Charge Dash,"You may do 30 damage plus 30 more damage. If you do, Piloswine does 30 damage to itself.",30+
dp6-69,Icy Wind,The Defending Pokémon is now Asleep.,60
dp6-70,Aqua Pump,"You may discard up to 2 Water Energy cards from your hand. If you do, this attack does 30 damage plus 10 more damage for each Energy card you discarded.",30+
dp6-70,Waterfall,,50
dp6-71,Star Boomerang,You may return Starmie and all cards attached to it to your hand.,30
dp6-71,Core Flash,Choose 1 of your opponent's Pokémon that has any Poké-Powers or Poké-Bodies. This attack does 50 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp6-72,Swallow Up,"Before doing damage, count the remaining HP of the Defending Pokémon and Swalot. If the Defending Pokémon has fewer remaining HP than Swalot's, this attack does 80 damage instead.",30
dp6-72,Gunk Shot,The Defending Pokémon is now Poisoned.,60
dp6-73,Mach Descent,"If Swellow was on your Bench this turn, this attack's base damage is 60 instead of 30.",30
dp6-74,Herd Charge,Flip a coin for each Tauros you have in play. This attack does 20 damage times the number of heads.,20×
dp6-74,Thrash,"Flip a coin. If heads, this attack does 40 damage plus 20 more damage. If tails, Tauros does 10 damage to itself.",40+
dp6-75,Tentacle Strike,"Search your opponent's discard pile for up to 2 Energy cards and attach them to any of your opponent's Pokémon in any way you like. For each Energy card attached in this way, this attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",
dp6-75,Dangerous Poison,"If Tentacruel has less Energy attached to it than the Defending Pokémon, the Defending Pokémon is now Paralyzed and Poisoned.",60
dp6-76,Hidden Power,Remove the Special Condition Asleep from the Defending Pokémon.,10
dp6-77,Hidden Power,Move any number of basic Energy cards attached to your Pokémon to your other Pokémon in any way you like.,
dp6-78,Hidden Power,Search your deck for any 1 card and discard it. Shuffle your deck afterward.,
dp6-79,Hidden Power,Does 10 damage to each of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),30
dp6-80,Hidden Power,Draw a card.,50
dp6-81,Hidden Power,"Search your deck for up to 2 Trainer cards, show them to your opponent, and put them into your hand. Shuffle your deck afterward.",
dp6-82,Hidden Power,"Discard up to 2 cards from your hand. For each card you discarded, draw a card.",
dp6-83,Take Down,Beldum does 10 damage to itself.,30
dp6-84,Allure,Draw a card.,
dp6-84,Tackle,,20
dp6-85,Vine Bind,"Flip a coin. If heads, the Defending Pokémon can't use any Poké-Powers during your opponent's next turn.",
dp6-85,Careless Tackle,Bellsprout does 10 damage to itself.,20
dp6-86,Rest,Remove all Special Conditions and 4 damage counters from Buneary. Buneary is now Asleep.,
dp6-86,Double Kick,Flip 2 coins. This attack does 20 damage times the number of heads.,20×
dp6-87,Supersonic,"Flip a coin. If heads, the Defending Pokémon is now Confused.",
dp6-87,Wave Splash,,10
dp6-88,Razor Fin,,10
dp6-88,Aqua Spark,"If Chinchou has any Water Energy attached to it, this attack does 20 damage plus 10 more damage.",20+
dp6-89,Knock Off,"Flip a coin. If heads, choose 1 card from your opponent's hand without looking and discard it.",
dp6-89,Irongrip,,20
dp6-90,Headbutt,,10
dp6-90,Bonemerang,Flip 2 coins. This attack does 20 damage times the number of heads.,20×
dp6-91,Tail Slap,,10
dp6-91,Slam,Flip 2 coins. This attack does 20 damage times the number of heads.,20×
dp6-92,Mind Bend,"Flip a coin. If heads, the Defending Pokémon is now Confused.",10
dp6-92,Gust,,20
dp6-93,Call for Family,Search your deck for up to 2 in any combination of Grass Basic Pokémon and Psychic Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.,
dp6-93,Hypnosis,The Defending Pokémon is now Asleep.,10
dp6-94,Light Poison,"Flip a coin. If tails, this attack does nothing. If heads, the Defending Pokémon is now Poisoned.",10
dp6-94,Jump On,"Flip a coin. If heads, this attack does 10 damage plus 10 more damage.",10+
dp6-95,Poison Sting,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",
dp6-95,Slash,,20
dp6-96,Sleep Powder,The Defending Pokémon is now Asleep.,20
dp6-96,Frustration,Choose 1 of your opponent's Pokémon that doesn't have any damage counters on it. This attack does 30 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp6-97,Space Out,Remove 2 damage counters from Gloom. Gloom is now Asleep.,
dp6-97,Stinky Nectar,"Flip a coin. If heads, the Defending Pokémon is now Confused and Poisoned.",30
dp6-98,Amnesia,Choose 1 of the Defending Pokémon's attacks. That Pokémon can't use that attack during your opponent's next turn.,
dp6-98,Gastro Acid,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
dp6-99,Counter Punch,"During your opponent's next turn, if Hitmonchan is damaged by an opponent's attack (even if Hitmonchan is Knocked Out), put 4 damage counters on the Attacking Pokémon.",
dp6-99,Gut Strike,"If Tyrogue is anywhere under Hitmonchan, this attack's base damage is 60 instead of 30.",30
dp6-100,Gut Kick,"If Tyrogue is anywhere under Hitmonlee, you may do 30 damage to any 1 Benched Pokémon instead. (Don't apply Weakness and Resistance for Benched Pokémon.)",30
dp6-100,Mega Kick,,60
dp6-101,Triple Kick,Flip 3 coins. This attack does 20 damage times the number of heads.,20×
dp6-101,Gut Spin,"If Tyrogue is anywhere under Hitmontop, you may switch Hitmontop with 1 of your Benched Pokémon.",50
dp6-102,Smokescreen,"If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",
dp6-102,Reverse Thrust,Switch Horsea with 1 of your Benched Pokémon.,10
dp6-103,Roar,Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.,
dp6-103,Bite,,10
dp6-104,Supersonic,"Flip a coin. If heads, the Defending Pokémon is now Confused.",
dp6-104,Double-edge,Ledyba does 10 damage to itself.,30
dp6-105,Astonish,"Choose 1 card from your opponent's hand without looking. Look at that card you chose, then have your opponent shuffle that card into his or her deck.",20
dp6-105,Absorb,Remove 2 damage counters from Lileep.,30
dp6-106,Pay Day,"Flip a coin. If heads, draw a card.",10
dp6-106,Fury Swipes,Flip 3 coins. This attack does 10 damage times the number of heads.,10×
dp6-107,Show Off,"Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",
dp6-107,Payback,"If your opponent has only 1 Prize card left, this attack does 10 damage plus 20 more damage.",10+
dp6-108,Scratch,,10
dp6-108,Big Bite,The Defending Pokémon can't retreat during your opponent's next turn.,
dp6-109,Sharpen,,10
dp6-109,Nose Poke,"If Probopass is on your Bench, this attack does 20 damage plus 20 more damage.",20+
dp6-110,Rollout,,10
dp6-110,Singe,"Flip a coin. If heads, the Defending Pokémon is now Burned.",30
dp6-111,Stun Spore,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
dp6-111,Blot,Remove 1 damage counter from Oddish.,10
dp6-112,Poisonpowder,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",
dp6-112,Ram,,20
dp6-113,Tackle,,10
dp6-113,Selfdestruct,This attack does 10 damage to each Benched Pokémon (both yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokémon.) Pineco does 50 damage to itself.,40
dp6-114,Tackle,,10
dp6-114,Twiddle,"Flip a coin. If heads, the Defending Pokémon is now Confused. If tails, the Defending Pokémon is now Asleep.",
dp6-115,Light Punch,,20
dp6-115,Bubblebeam,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",40
dp6-116,Corner,The Defending Pokémon can't retreat during your opponent's next turn.,
dp6-116,Ambush,"Flip a coin. If heads, this attack does 10 damage plus 20 more damage.",10+
dp6-117,Punch,,10
dp6-117,Low Kick,,30
dp6-118,Recharge,Search your deck for a Lightning Energy card attach it to Shinx. Shuffle your deck afterward.,
dp6-118,Double Kick,Flip 2 coins. This attack does 20 damage times the number of heads.,20×
dp6-119,Growl,"During your opponent's next turn, any damage done by attacks from the Defending Pokémon is reduced by 20 (before applying Weakness and Resistance).",
dp6-119,Scratch,,10
dp6-120,Rob,"Look at your opponent's hand. If your opponent has any Pokémon Tool or Technical Machine cards in his or her hand, put those cards on top of his or her deck. Your opponent shuffles his or her deck afterward.",
dp6-120,Slash,,20
dp6-121,Psybeam,The Defending Pokémon is now Confused.,
dp6-121,Bounce,You may switch Spoink with 1 of your Benched Pokémon.,20
dp6-122,Recover,Discard an Energy attached to Staryu and remove 3 damage counters from Staryu.,
dp6-122,Spinning Attack,,20
dp6-123,Sniff Out,"Flip a coin. If heads, put any 1 card from your discard pile into your hand.",
dp6-123,Lunge Out,,30
dp6-124,Focus Energy,"During your next turn, Taillow's Peck attack's base damage is 30.",
dp6-124,Peck,,10
dp6-125,Crystal Barrier,"Flip a coin. If heads, prevent all effects of an attack, including damage, done to Tentacool during your opponent's next turn.",
dp6-125,Mysterious Beam,"Flip a coin. If heads, discard an Energy card attached to the Defending Pokémon.",
dp6-126,Gut Blow,"If the Defending Pokémon is an Evolved Pokémon, this attack does 10 damage plus 20 more damage and Tyrogue does 10 damage to itself.",10+
dp6-127,Poisonpowder,The Defending Pokémon is now Poisoned.,10
dp6-127,Razor Leaf,,40
dp6-128,U-turn,Switch Yanma with 1 of your Benched Pokémon.,10
dp6-128,Agility,"Flip a coin. If heads, prevent all effects of an attack, including damage, done to Yanma during your opponent's next turn.",20
pop8-1,Body Slam,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",20
pop8-1,Fire Spin,"Discard 2 Basic Energy cards attached to Heatran. (If you can't discard cards, this attack does nothing.",90
pop8-2,Blocking Punch,"During your opponent's next turn, any damage done to Lucario by attacks is reduced by 20 (after applying Weakness and Resistance).",40
pop8-2,Striking Kick,"This attack's damage isn't affected by Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon",60
pop8-3,Thunder,"Flip a coin. If tails, Luxray does 40 damage to itself.",120
pop8-4,Rock Slide,Does 10 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),20
pop8-4,Triple Nose,Flip 3 coins. This attack does 50 damage plus 20 more damage for each heads.,50+
pop8-5,Supersonic,"Flip a coin. If heads, the Defending Pokémon is now Confused.",
pop8-5,Air Slash,"Flip a coin. If tails, discard an Energy attached to Yanmega.",70
pop8-6,Worry Seed,"Flip a coin. If heads, the Defending Pokémon is now Confused.",20
pop8-6,Magical Leaf,"Flip a coin. If heads, this attack does 20 damage plus 20 more damage and remove 3 damage counters from Cherrim.",20+
pop8-7,Swallow Up,"Before doing damage, count the remaining HP of the Defending Pokémon and Carnivine. If the Defending Pokémon has fewer remaining HP than Carnivine's, this attack does 60 damage instead.",30
pop8-7,Wring Out,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed and discard an Energy card attached to the Defending Pokémon.",20
pop8-8,Fasten Claw,"Flip a coin. If heads, this attack does 10 damage plus 30 more damage.",10+
pop8-8,Thunder Fang,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",30
pop8-12,Scratch,,10
pop8-12,Ember,"Flip a coin. If tails, discard a Fire Energy attached to Chimchar.",30
pop8-13,Ghastly Sound,"Flip a coin. If heads, your opponent can't play any Supporter cards from his or her hand during his or her next turn.",
pop8-13,Finger Poke,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",20
pop8-14,Lively,Remove 2 damage counters from 1 of your Pokémon.,
pop8-15,Peck,,10
pop8-15,Water Splash,"Flip a coin. If heads, this attack does 20 damage plus 10 more damage.",20+
pop8-16,Quick Attack,"Flip a coin. If heads, this attack does 10 damage plus 10 more damage.",10+
pop8-17,Tackle,,10
pop8-17,Razor Leaf,,20
dp7-6,Gyro Ball,"You may switch Magnezone with 1 of your Benched Pokémon. If you do, your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.",60
dp7-17,Darkness Mist,"If the Defending Pokémon already has 2 or more damage counters on it, this attack does 60 damage plus 20 more damage.",60+
dp7-28,Outbreak Power,Choose a number of your opponent's Pokémon up to the amount of Energy attached to Steelix. This attack does 20 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp7-28,Iron Tail,Flip a coin until you get tails. This attack does 100 damage times the number of heads.,100×
dp7-34,Dark One-eye,"You may discard a card from your hand. If you do, your opponent discards a card from his or her hand.",20
dp7-34,Ambush,"Flip a coin. If heads, this attack does 40 damage plus 20 more damage.",40+
dp7-35,Confuse Ray,"Flip a coin. If heads, the Defending Pokémon is now Confused.",20
dp7-35,Trick Room,"If you have a Stadium card in play, this attack does 40 damage plus 20 more damage. If your opponent has a Stadium card in play, remove 2 damage counters from Dusclops.",40+
dp7-37,Flash,"If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",20
dp7-37,Electro Diffusion,"Does 40 damage plus 10 more damage for each Lightning Energy attached to Electrode. Flip a coin. If tails, discard all Lightning Energy attached to Electrode.",40+
dp7-38,Go and Collect,"Search your deck for a Trainer, Supporter, or Stadium card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",
dp7-38,Fury Cutter,"Flip 3 coins. If 1 of them is heads, this attack does 10 damage plus 10 more damage. If 2 of them are heads, this attack does 10 damage plus 20 more damage. If all of them are heads, this attack does 10 damage plus 40 more damage.",10+
dp7-39,Tail Shake,The Defending Pokémon is now Asleep.,20
dp7-39,Slam,Flip 2 coins. This attack does 60 damage times the number of heads.,60×
dp7-40,Smog,The Defending Pokémon is now Poisoned.,
dp7-40,Hoodwink,"You may search your opponent's discard pile for up to 3 in any combination of Trainer, Supporter, or Stadium cards and put them into your opponent's hand.",30
dp7-41,Steady Punch,"Flip a coin. If heads, this attack does 20 damage plus 20 more damage.",20+
dp7-41,Brick Break,"This attack's damage isn't affected by Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.",30
dp7-42,Magnetic Resonance,"If you have a Stadium card in play, this attack does 20 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",20
dp7-42,Magnetic Release,Does 40 damage plus 10 more damage for each Energy attached to the Defending Pokémon.,40+
dp7-43,Thunder Wave,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",20
dp7-43,Removal Pulse,"Flip a coin. If heads, discard an Energy card attached to the Defending Pokémon.",50
dp7-45,Electric Circuit,"Search your discard pile for up to 4 Lightning Energy cards, show them to your opponent, and put them into your hand.",
dp7-46,Rouse,"Does 20 damage plus 10 more damage for each damage counter on Piloswine. Then, remove 4 damage counters from Piloswine.",20+
dp7-46,Overrun,Does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),60
dp7-47,Rock Smash,"Flip a coin. If heads, this attack does 20 damage plus 20 more damage.",20+
dp7-49,Swords Dance,"During your next turn, Scyther's Slashing Strike attack's base damage is 60.",
dp7-49,Slashing Strike,"During your next turn, Scyther can't use Slashing Strike.",30
dp7-50,Body Slam,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",20
dp7-50,Rollout,,50
dp7-51,Quick Attack,"Flip a coin. If heads, this attack does 10 damage plus 20 more damage.",10+
dp7-51,Mach Blade,"Flip a coin. If heads, this attack does 50 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",
dp7-52,Wing Attack,,30
dp7-52,Shot Air,Does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),20
dp7-53,Scary Face,"Flip a coin. If heads, the Defending Pokémon can't attack or retreat during your opponent's next turn.",
dp7-53,Headbutt,,30
dp7-54,Yawn,The Defending Pokémon is now Asleep.,
